id	data_platnosci	wartosc_platnosci	id_pakietu	id_pojazdu	pakiet
74150820	2035-01-26	2196.0	1094113074913	a1456016b732	elektrycznie_ustawiane_fotele
6663272	2028-08-31	5779.0	1177072835674	9a004fb1818c	wentylacja_foteli
9673235	2028-09-26	835.0	1241130543210	fdaeb343a1c6	wentylacja_foteli
56422137	2034-12-07	1677.0	1136359832550	6c119d266a4f	elektrycznie_ustawiane_fotele
174937350	2038-12-09	5461.0	1426357102070	9b57e402800a	asystent_parkowania
24673880	2032-10-10	2338.0	1233638970985	6c119d266a4f	elektrycznie_ustawiane_fotele
86658729	2035-04-20	8750.0	1368290920439	46aed7fc3254	wentylacja_foteli
33630370	2032-11-15	2196.0	1275130227827	0d865d0dd29b	elektrycznie_ustawiane_fotele
37093134	2032-12-19	1895.0	1037044930264	a1456016b732	elektrycznie_ustawiane_fotele
137683128	2038-08-01	17220.0	1055553254858	6828e5728ff5	system_audio_premium
137684580	2038-07-31	11566.0	1106308148783	6b26855c4ebf	ogrzewanie_foteli
133710742	2038-02-27	0.0	1130899332896	2940655014f0	klimatyzacja_automatyczna
49825980	2035-10-30	3312.0	1386504753827	0d865d0dd29b	elektrycznie_ustawiane_fotele
61248103	2034-09-18	3312.0	1398707195995	0d865d0dd29b	elektrycznie_ustawiane_fotele
149709600	2038-03-24	4915.0	1199410455683	987fc8544ac6	system_nawigacyjny
92868780	2036-02-02	2480.0	1429450111125	a1456016b732	elektrycznie_ustawiane_fotele
81029634	2036-04-21	8462.0	1327100698543	46aed7fc3254	wentylacja_foteli
105372593	2038-08-01	12464.0	1143576333620	d712e564339d	elektryczne_szyby_przod
154092888	2038-02-09	4029.0	1483763961490	6881540f5a55	wentylacja_foteli
144041578	2038-04-27	689.0	1499365187685	4e1879063741	system_nawigacyjny
174822712	2038-02-08	21434.0	1263849804592	6828e5728ff5	system_audio_premium
132500412	2037-01-27	10016.0	1333509716848	07590c94df4d	wentylacja_foteli
216318744	2038-12-08	4461.0	1449523940234	a9279c246a4f	klimatyzacja_automatyczna
141142142	2038-04-24	2790.0	1246003150228	66de1eac55c0	system_nawigacyjny
70460936	2037-02-09	2497.0	1486398481390	a1456016b732	elektrycznie_ustawiane_fotele
79335480	2037-01-06	1783.0	1030227810014	6c119d266a4f	elektrycznie_ustawiane_fotele
159475092	2038-06-04	0.0	1012326590956	2d8e7b7a2938	klimatyzacja_automatyczna
138486708	2038-03-24	3232.0	1494391879359	0ef9ad70a57f	system_nawigacyjny
157202304	2038-03-25	1255.0	1297991562782	cd5a46b0c284	system_nawigacyjny
96793694	2037-04-28	9613.0	1388311399570	46aed7fc3254	wentylacja_foteli
155331014	2038-03-24	1993.0	1239571979800	6321788b2233	system_nawigacyjny
125387820	2038-03-25	5277.0	1448941203551	1b3169d6231d	dostep_bezkluczykowy
101069316	2038-03-23	151.0	1020555781285	407839e8f38d	system_nawigacyjny
159075800	2038-03-24	3653.0	1489632722956	9b234d568983	system_nawigacyjny
139789808	2037-08-15	8001.0	1274642180961	1212dc0ffccd	wentylacja_foteli
85647989	2037-04-25	4202.0	1048615330683	140a74f01cc8	wentylacja_foteli
85174407	2037-07-18	8692.0	1225745773061	824f721a3b92	wentylacja_foteli
127970220	2037-06-26	9843.0	1267049827872	43fe600fb76d	wentylacja_foteli
178729014	2038-03-27	5815.0	1129754203680	a46ab9685a5f	system_nawigacyjny
100125892	2038-03-23	11263.0	1429135733261	e39b1dfcaf19	ogrzewanie_foteli
121589374	2037-07-22	1048.0	1366347189685	81500c7823e2	asystent_zmiany_pasa
168436980	2038-03-25	5793.0	1372366627437	7d5b37494297	asystent_parkowania
118891820	2038-04-15	7172.0	1010663173645	0cc40ed78688	elektryczne_szyby_przod
102934480	2038-03-23	3779.0	1375684155727	09e3bf800650	system_nawigacyjny
154461384	2038-06-06	2421.0	1290044708185	69d44acfe72e	dostep_bezkluczykowy
125728713	2038-01-30	4922.0	1377819253812	97b18842190b	wentylacja_foteli
151596684	2038-03-24	3173.0	1151057352892	ba13ee2fa217	elektryczne_szyby_przod
125598870	2038-04-11	2258.0	1256937028976	09cf36241103	dostep_bezkluczykowy
132484926	2038-02-10	14643.0	1402680409385	e2c5cfea3caf	ogrzewanie_foteli
176528000	2038-06-03	2214.0	1479380382896	96e7f8471183	system_nawigacyjny
100671165	2038-04-13	2987.0	1306123834643	c4815b8121a6	elektryczne_szyby_przod
77647889	2037-06-30	1225.0	1276926235537	35d3ba37d580	asystent_zmiany_pasa
95733360	2037-04-04	2878.0	1001209813465	f91832d55af4	wentylacja_foteli
104548480	2038-02-10	1166.0	1387861245026	6b63e942d094	asystent_zmiany_pasa
142247224	2038-03-26	226.0	1484731852522	407839e8f38d	system_nawigacyjny
161894092	2038-03-23	1151.0	1074735311423	822c352b81c8	system_nawigacyjny
175937544	2038-03-27	2165.0	1076499970582	b8a11e69e88c	system_nawigacyjny
97324968	2038-03-24	4133.0	1223827390127	26bff9f11154	asystent_parkowania
113523615	2037-04-12	4691.0	1340091936226	b56161c77f6d	wentylacja_foteli
85794500	2037-12-13	19304.0	1068896314838	4f546448671b	ogrzewanie_foteli
125402426	2038-03-25	9371.0	1018776242824	f929e860869a	system_audio_premium
90937852	2037-08-16	4404.0	1465036661796	238804e2c1ca	wentylacja_foteli
116016615	2038-04-12	6102.0	1256737382687	92f0c5250b53	wentylacja_foteli
108558020	2038-03-25	124.0	1325957732723	caeec9fb66f3	system_nawigacyjny
109247157	2038-04-28	1070.0	1414815783282	8c49ee02cc48	elektrycznie_ustawiane_fotele
106505955	2037-09-02	6850.0	1456443608932	8cb056b9d06b	wentylacja_foteli
156286282	2038-03-25	2720.0	1210446613363	51cd307257e1	asystent_parkowania
163906115	2038-01-27	18729.0	1313291844968	c413d87eb087	elektryczne_szyby_przod
154403019	2038-01-31	1004.0	1353636103476	fafe5c6232c7	system_nawigacyjny
184363041	2038-03-24	1240.0	1417673604032	78147c441cff	system_nawigacyjny
177812830	2038-03-27	1129.0	1472527534818	8ecf1a11eb3b	system_nawigacyjny
165197857	2038-01-16	7269.0	1409356861257	fcfc77c611cf	asystent_parkowania
127707880	2038-01-12	4096.0	1264487363755	9fc41a2b41bf	asystent_parkowania
208219605	2038-09-25	28534.0	1252368095189	db8e578f0f89	ogrzewanie_foteli
134294736	2038-01-19	4187.0	1073060798596	e3787bb0ac32	elektryczne_szyby_przod
116258472	2038-01-13	3011.0	1041893085462	649c54590f71	system_nawigacyjny
146300112	2038-01-01	14477.0	1195693805157	f70a95ac4503	ogrzewanie_foteli
131811336	2037-12-20	1092.0	1438385094846	7e986c4ab3f6	system_nawigacyjny
157248404	2038-01-17	4945.0	1480874685174	8c6289da626f	asystent_parkowania
122667096	2038-01-29	10712.0	1462451897440	a4698af62566	ogrzewanie_foteli
150675070	2038-03-24	2325.0	1415535153213	d312cfc2b8dd	system_nawigacyjny
136787840	2038-02-09	2768.0	1425182011808	7dc0ff0c32f3	dostep_bezkluczykowy
107625280	2038-03-25	768.0	1253014520256	be9db510ba56	system_nawigacyjny
177816060	2038-03-27	959.0	1300712752893	63e4537cf48d	system_nawigacyjny
100421854	2038-03-31	1387.0	1487101283820	11a68516ee25	system_nawigacyjny
106381962	2037-12-28	2875.0	1399873161955	52bc3e3e4a36	klimatyzacja_automatyczna
101636404	2038-04-15	1085.0	1042430785635	be9b7713d73e	system_nawigacyjny
180624840	2038-03-27	900.0	1140765745675	94caff97bb10	system_nawigacyjny
152548603	2038-03-25	3328.0	1256216663324	01ebe5b203bb	system_nawigacyjny
150216850	2037-12-13	2448.0	1077717142089	18769911367d	wentylacja_foteli
170811368	2038-03-28	1137.0	1367185369070	6e89f66c303d	system_nawigacyjny
153485632	2038-03-27	149.0	1200249156996	c09bbbe0c792	system_nawigacyjny
157746225	2038-02-09	30812.0	1069397081611	0483b86cd946	ogrzewanie_foteli
156520834	2037-09-03	10649.0	1232962563669	1ed18b1e0b04	wentylacja_foteli
103329460	2037-09-05	8289.0	1213179694335	3dd4cf795a2c	wentylacja_foteli
105756926	2038-03-26	8223.0	1499943224410	c5247c05ccee	klimatyzacja_automatyczna
120617091	2037-08-29	5670.0	1214164763380	53aa5e273897	wentylacja_foteli
127527449	2038-04-12	1159.0	1472391541922	a45eee94cb79	system_nawigacyjny
127916369	2037-08-18	768.0	1290462709491	38e19006e69b	asystent_zmiany_pasa
198714582	2038-06-05	1454.0	1252274588061	de4de5abb48c	system_nawigacyjny
138075264	2038-04-14	731.0	1188934508303	bb659114be45	system_nawigacyjny
137973675	2037-08-28	4231.0	1453985547864	782d11a7ddea	wentylacja_foteli
164707169	2038-01-14	4893.0	1081333551533	af5d3f3d47f3	wentylacja_foteli
133397176	2038-01-11	3609.0	1247279061166	027a3dc0d852	dostep_bezkluczykowy
152224864	2037-12-28	2710.0	1073558047250	4f00b156fb6d	elektrycznie_ustawiane_fotele
97839132	2037-12-10	4577.0	1485682169529	f53630f26f46	elektryczne_szyby_przod
95580211	2038-02-01	4273.0	1087440123041	ba409910bedd	dostep_bezkluczykowy
167625038	2038-01-09	7373.0	1206690743102	017a5c76bc78	dostep_bezkluczykowy
115938375	2037-01-11	8807.0	1209292819085	daf140d85139	wentylacja_foteli
175434732	2038-01-25	3232.0	1140410119062	ae7c6b4aefee	system_nawigacyjny
147554019	2038-01-20	5320.0	1090041162633	d1283e63aa42	system_audio_premium
136953815	2038-01-19	10575.0	1495744645633	88e66bf43767	ogrzewanie_foteli
168759360	2038-04-15	943.0	1208757611049	c03b6f9f84df	system_nawigacyjny
129870090	2038-01-18	6874.0	1185803352623	1bd536613b4d	klimatyzacja_automatyczna
131512091	2038-01-04	11424.0	1094237696625	7f3a0505d99d	dostep_bezkluczykowy
175436514	2038-01-27	7771.0	1267672896717	eff542009b95	system_nawigacyjny
132881592	2038-01-08	11159.0	1286575528278	8cbca0dcd96d	asystent_parkowania
146174184	2037-12-30	6974.0	1064199422449	9b4b4be11525	system_nawigacyjny
144576040	2038-01-02	4898.0	1219294432506	2070ac8a4420	klimatyzacja_automatyczna
160455456	2038-03-31	7956.0	1311036532120	ece43f242c8e	dostep_bezkluczykowy
131134808	2038-01-25	4539.0	1310825931800	db865566ea22	dostep_bezkluczykowy
145313348	2038-01-24	12114.0	1013212011901	f153548c49ed	system_audio_premium
150453150	2038-06-07	15906.0	1178501919724	45e7cc89a474	system_audio_premium
151859300	2038-02-02	3540.0	1251505306446	b392b1fef430	wentylacja_foteli
132009787	2038-01-04	908.0	1429847830855	0e4023846971	system_nawigacyjny
168722379	2038-02-02	1395.0	1028632956365	fa4b83966c60	system_nawigacyjny
140458893	2037-12-18	1018.0	1095311806990	b739c7911c2b	asystent_zmiany_pasa
117148927	2038-01-16	1712.0	1459361545815	fe62fae9b8d4	system_nawigacyjny
98605326	2037-12-29	2675.0	1482878351060	78967d3505e9	elektrycznie_ustawiane_fotele
162501430	2038-01-31	737.0	1299368206851	20e526b7236c	system_nawigacyjny
117847576	2038-01-23	6171.0	1000169459043	2e1cd4d49f29	elektryczne_szyby_przod
159915491	2038-01-19	1026.0	1102059255881	65e34f94a700	system_nawigacyjny
128590128	2038-02-02	6672.0	1207066579574	eb2ea8260108	elektryczne_szyby_przod
138395840	2037-12-27	4908.0	1442075412902	fb5468ac1a72	asystent_parkowania
138292037	2038-01-14	3675.0	1273152886296	dffc224d26a5	system_nawigacyjny
159989214	2038-01-06	1100.0	1487588924841	2ee3742d788b	system_nawigacyjny
148431360	2038-01-20	4346.0	1297277361012	5aeca8bcb587	wentylacja_foteli
109561316	2038-01-17	4281.0	1106539017351	8f132767c19b	klimatyzacja_automatyczna
126165690	2037-12-10	4310.0	1385116485682	2d83223c87ba	system_nawigacyjny
91097220	2038-02-03	2768.0	1331078605482	dd63066ec900	dostep_bezkluczykowy
98654304	2038-01-12	1424.0	1122363100773	e3b95ec78ea3	asystent_zmiany_pasa
147502410	2038-02-02	1255.0	1150652944162	f7f321b27d39	asystent_zmiany_pasa
93369570	2038-01-13	2739.0	1333033520432	e3b95ec78ea3	wentylacja_foteli
166598744	2038-03-26	5945.0	1435748782824	dff5eceebc2d	asystent_parkowania
160865680	2038-01-07	3565.0	1165990750912	ba7b443ac136	system_nawigacyjny
114344960	2038-02-03	959.0	1436586609849	5817a2e1ef27	system_nawigacyjny
104913480	2038-01-04	1114.0	1447868495413	09f504f956e7	system_nawigacyjny
134700128	2038-02-26	3886.0	1074300094104	a0ebc570a2d4	wentylacja_foteli
160265656	2038-01-03	13842.0	1012625284691	b0724344b43a	ogrzewanie_foteli
171020388	2038-01-28	6052.0	1324426694536	08a4772c0246	dostep_bezkluczykowy
168737777	2038-01-07	863.0	1213289244940	9e8798fbd912	system_nawigacyjny
128095842	2037-05-21	3799.0	1188299856732	3ae5c6270c7f	wentylacja_foteli
116493520	2038-02-03	6679.0	1315985845327	f91a9df91ef8	system_nawigacyjny
100131786	2038-01-27	1328.0	1312152649238	b54500b97122	system_nawigacyjny
177474369	2038-01-29	6520.0	1231372414058	88f9b433e058	elektryczne_szyby_przod
104513175	2038-02-02	21097.0	1285213057683	53c591fb42b4	klimatyzacja_automatyczna
103652808	2038-01-01	5779.0	1234593829588	33fa6a7bebe9	asystent_parkowania
170627030	2038-02-08	13240.0	1205990077131	b5f1f69a500b	ogrzewanie_foteli
137585973	2038-03-25	3188.0	1195259847887	92875263de5d	dostep_bezkluczykowy
125069840	2038-02-03	2706.0	1077717142089	65e93040d173	wentylacja_foteli
110783088	2038-02-02	42395.0	1145838718150	6310c72ed33e	ogrzewanie_foteli
113982594	2038-01-20	7996.0	1264501510735	21c876717fb3	klimatyzacja_automatyczna
145134899	2038-02-10	94547.0	1146830216027	f4cd8df56389	system_audio_premium
173685008	2038-01-27	9292.0	1456208033623	2070ac8a4420	klimatyzacja_automatyczna
173909376	2038-02-17	1210.0	1180365298091	4755fc01eab8	system_nawigacyjny
123709600	2038-01-19	834.0	1035062075820	a5cb43ed4d65	system_nawigacyjny
168474894	2038-02-16	2642.0	1189014602231	dd63066ec900	dostep_bezkluczykowy
146964828	2038-02-07	1114.0	1065346793452	5beb514c71b9	asystent_zmiany_pasa
103746636	2038-04-15	3476.0	1094390033416	3f1283cd8383	dostep_bezkluczykowy
95358270	2038-02-22	2465.0	1232616014514	c6d21eaa438f	dostep_bezkluczykowy
159026700	2038-02-20	3144.0	1421661353687	a6d179573dbd	system_nawigacyjny
153499408	2038-03-24	731.0	1449168959958	24e4b6246b2c	system_nawigacyjny
145726564	2038-01-31	5868.0	1172680943260	deb4fdba7918	elektryczne_szyby_przod
158564520	2038-01-12	1203.0	1351109008839	8b8e82ef8fcc	asystent_zmiany_pasa
172304730	2038-01-19	1100.0	1411607585402	ade56c59e276	system_nawigacyjny
169135680	2038-01-14	4548.0	1408069547342	d9a061b861ba	wentylacja_foteli
124589715	2038-01-18	43040.0	1094829584328	66eefd993a80	ogrzewanie_foteli
123556119	2037-06-29	5670.0	1184846415137	caab3e6c4496	wentylacja_foteli
145795950	2038-02-09	4068.0	1430403921803	7c954164c700	elektryczne_szyby_przod
118910784	2038-01-07	3857.0	1166372967421	f9bbf8b7d295	wentylacja_foteli
121509993	2037-12-19	1262.0	1382277132897	000aeb550c34	system_nawigacyjny
135814734	2037-12-29	3117.0	1201316670280	0e7e3959e540	elektrycznie_ustawiane_fotele
160024638	2038-02-13	3843.0	1155630263436	bb2658759eb9	elektryczne_szyby_przod
126056538	2038-02-04	6403.0	1094791124704	b5b0a45e3d9f	elektryczne_szyby_przod
182007378	2038-04-19	20450.0	1014780756214	4777f42ff3f3	asystent_parkowania
106683328	2038-02-13	9609.0	1150114894343	0debe2119849	dostep_bezkluczykowy
130663950	2038-01-02	2546.0	1099529213180	3da7ca8e1dec	elektryczne_szyby_przod
144140766	2038-03-25	922.0	1390021092162	90edc424196e	ogrzewanie_foteli
162632972	2037-12-27	1594.0	1049160358269	2ab5df70cf11	system_nawigacyjny
168476580	2038-03-24	11254.0	1445911224959	546f2e0da4fd	ogrzewanie_foteli
129942330	2038-02-03	1085.0	1369254194874	7ea6cc56b099	system_nawigacyjny
108575488	2037-11-28	0.0	1492676529023	3ed1d028aa25	ogrzewanie_foteli
114430554	2038-02-20	1306.0	1157254531860	02ddfdc001ce	asystent_zmiany_pasa
117650744	2037-12-28	0.0	1299295226758	ba13ee2fa217	elektryczne_szyby_przod
150218970	2038-01-20	4428.0	1023904801357	5b3010e76ba2	dostep_bezkluczykowy
125839832	2038-01-28	6790.0	1049746243396	3dd07083600b	dostep_bezkluczykowy
125093480	2038-01-15	2613.0	1395859692086	cdd8c8e2bdc2	dostep_bezkluczykowy
126312110	2038-01-02	1240.0	1085326833563	43788b952d5c	system_nawigacyjny
155978416	2038-01-28	760.0	1488691373474	c5d04aa8ec62	system_nawigacyjny
128917503	2038-02-08	15218.0	1327874110307	b8becf4376f5	system_audio_premium
153945660	2038-12-10	6716.0	1031352195272	4a983daa1f42	asystent_parkowania
155986162	2037-12-20	16310.0	1462778024401	c62746e90a8d	dostep_bezkluczykowy
108019872	2038-01-02	1218.0	1021293831639	2a44e6df318e	system_nawigacyjny
97890175	2038-02-09	11081.0	1401498775502	c26c32757a8f	system_audio_premium
114321090	2038-01-26	22417.0	1373474440537	27ec2d8bdd42	ogrzewanie_foteli
159032498	2038-01-31	3808.0	1325234274607	f20b0d428d5f	system_nawigacyjny
149313364	2038-02-04	12040.0	1117891394083	4f546448671b	ogrzewanie_foteli
159662272	2038-02-18	1255.0	1392705667761	60aef92131aa	system_nawigacyjny
97203260	2038-01-16	3166.0	1303624699390	8dbd98060f53	dostep_bezkluczykowy
91298688	2038-01-11	7061.0	1464508808807	979b2acdc994	elektryczne_szyby_przod
99172728	2038-02-03	2450.0	1001985158664	4b7aa547d695	system_nawigacyjny
117635786	2038-01-08	1454.0	1464251163464	0c3d5424faf4	system_nawigacyjny
91299832	2038-01-07	4141.0	1474652904287	cf561e53b71e	elektryczne_szyby_przod
142426632	2038-02-20	1277.0	1042949393259	b7d9def53fe8	system_nawigacyjny
121820076	2038-04-25	2423.0	1215750156455	d90e5e89bc00	wentylacja_foteli
123970210	2037-02-08	4634.0	1130305741510	93e7a6657da1	wentylacja_foteli
120415006	2037-12-02	2072.0	1239253049518	9ed875c1e9b8	elektrycznie_ustawiane_fotele
88623500	2038-01-24	886.0	1145120505035	55eb87db2b08	asystent_zmiany_pasa
89874066	2037-08-31	11052.0	1268490093638	c16eb1ac575b	wentylacja_foteli
141520080	2038-02-19	1240.0	1008810546627	ed904cc87f1e	system_nawigacyjny
98668976	2038-01-16	8940.0	1065650333573	084e629ba6dd	klimatyzacja_automatyczna
102166464	2038-02-13	3764.0	1154831709535	c087fd40d778	asystent_parkowania
140025446	2038-01-28	3371.0	1232206608565	4a82cf15ef2b	klimatyzacja_automatyczna
174729741	2038-01-31	0.0	1106897684694	34fe1217913f	elektryczne_szyby_przod
125502465	2037-07-05	8232.0	1050144449511	6b8e77f3060d	wentylacja_foteli
154195143	2038-01-04	5461.0	1472363127005	dc0ee7759f4d	system_nawigacyjny
96568890	2038-01-10	9328.0	1306895380586	be6bce7bb91f	asystent_parkowania
136074190	2038-01-08	11624.0	1441830378419	f3c32a4bfd6b	dostep_bezkluczykowy
127624608	2038-01-27	7528.0	1153742170590	a7134af33034	system_nawigacyjny
96789708	2038-02-03	3166.0	1177499583808	978e8d846d61	system_nawigacyjny
129391770	2038-01-24	14272.0	1238056607332	e4ad093b94d4	ogrzewanie_foteli
94010128	2038-01-31	3343.0	1077717142089	b675998e2009	wentylacja_foteli
173554833	2038-01-13	3798.0	1402934913522	7187f7dfb1b6	elektryczne_szyby_przod
163484130	2038-01-20	4391.0	1187615285869	74fbe5374c6b	asystent_parkowania
169137620	2038-02-02	1225.0	1030142857234	f1cc36cad800	system_nawigacyjny
98812285	2038-01-08	6347.0	1199731489558	ec1b299870a1	asystent_parkowania
106007058	2037-12-20	945.0	1173629365294	db307da49655	asystent_zmiany_pasa
119392080	2037-12-31	1292.0	1285022665965	e1adf70de5f9	system_nawigacyjny
157400640	2038-01-05	13801.0	1156477725194	f4cd8df56389	system_audio_premium
127745000	2038-01-16	1727.0	1072687334890	d23b28abf4f0	system_nawigacyjny
108124696	2038-01-28	14014.0	1283101531167	bb1456f9e24d	ogrzewanie_foteli
155606808	2038-02-03	2189.0	1077717142089	6cf002c40835	wentylacja_foteli
93837400	2038-03-29	2922.0	1442011072458	e37e8bd9a8b7	dostep_bezkluczykowy
108185011	2038-02-04	910.0	1360362749242	80d4cfa80aea	system_nawigacyjny
88981202	2038-01-13	5152.0	1082081880935	4ae0102a702f	wentylacja_foteli
134713192	2038-01-25	1196.0	1353504480552	cd6f770742c5	system_nawigacyjny
119801568	2038-01-06	1235.0	1204530893283	76d88ce6ad3f	system_nawigacyjny
174975372	2038-01-19	13358.0	1081942134085	5b74f36e7adc	ogrzewanie_foteli
113524625	2038-02-18	1787.0	1126062644868	52045fcec480	elektrycznie_ustawiane_fotele
116293848	2038-01-16	1232.0	1384819596050	6c6cbe7ceee8	system_nawigacyjny
147785261	2038-01-05	1269.0	1251545304120	cc914fdd078f	system_nawigacyjny
91475895	2038-01-02	3463.0	1077717142089	d9e51ab553c8	wentylacja_foteli
155070432	2038-01-16	3874.0	1141905646328	7ad6ce79feb5	system_nawigacyjny
117404427	2038-02-05	2232.0	1014943622683	3a2ba722b334	system_nawigacyjny
152180784	2038-02-18	2161.0	1302445905271	b56161c77f6d	wentylacja_foteli
109012302	2037-12-28	7253.0	1326232658813	15230a811286	wentylacja_foteli
159668432	2038-02-20	0.0	1415243370898	d29254a90e4f	klimatyzacja_automatyczna
108985404	2037-10-31	3396.0	1123229807251	7323b908af97	wentylacja_foteli
